Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
L21,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-196.448242,-20.8,180,bottom
L22,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-178.588882,-20.8,180,bottom
L23,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-160.729522,-20.8,180,bottom
L24,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-142.870258,-20.8,180,bottom
L25,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-125.010882,-20.8,180,bottom
L26,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-107.151506,-20.8,180,bottom
L27,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-89.29213,-20.8,180,bottom
L28,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-71.432754,-20.8,180,bottom
L29,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-53.573378,-20.8,180,bottom
L30,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-35.714002,-20.8,180,bottom
L31,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-13.389782,-20.8,180,bottom
L32,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-13.389802,-37.8,0,bottom
L33,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-35.714002,-37.8,0,bottom
L34,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-53.573362,-37.8,0,bottom
L35,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-71.432722,-37.8,0,bottom
L36,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-89.292082,-37.8,0,bottom
L37,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-107.151442,-37.8,0,bottom
L38,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-125.010882,-37.8,0,bottom
L39,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-142.870258,-37.8,0,bottom
L40,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-160.729522,-37.8,0,bottom
L41,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-178.588882,-37.8,0,bottom
L42,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-196.453137,-37.8,0,bottom
L43,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-214.312513,-37.8,0,bottom
L44,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-232.171889,-37.8,0,bottom
L45,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-250.031265,-37.8,0,bottom
L46,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-272.355485,-37.8,0,bottom
L47,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-276.815362,-54.8,180,bottom
L48,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-258.956002,-54.8,180,bottom
L49,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-241.096642,-54.8,180,bottom
L50,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-223.237282,-54.8,180,bottom
L51,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-205.377922,-54.8,180,bottom
